sketcher,refiner,load_dir,gcd,finetune,baseline,use_backup,f1,executable_f1,backup_f1_executable,backup_f1_non_executable,executable_rate
gpt-3.5-turbo,llama-2-7b,outputs/outputs_1,False,True,False,True,0.6340478863896452,0.6109702973211264,0.48296066456527453,0.611885810042492,0.6945812807881774
gpt-3.5-turbo,llama-2-7b,outputs/outputs_2,False,True,False,True,0.6010333981936415,0.5824382772217167,0.5021547423015313,0.5673618007282356,0.7389162561576355
gpt-3.5-turbo,llama-2-7b,outputs/outputs_3,False,True,False,True,0.6231720077621717,0.6280598032242769,0.5157145904730446,0.5275173405669137,0.7093596059113301
gpt-3.5-turbo,llama-2-7b,outputs/outputs_1,False,True,False,False,0.4914835164835165,0.6109702973211264,0.48296066456527453,0.611885810042492,0.6945812807881774
gpt-3.5-turbo,llama-2-7b,outputs/outputs_2,False,True,False,False,0.4861556278207727,0.5824382772217167,0.5021547423015313,0.5673618007282356,0.7389162561576355
gpt-3.5-turbo,llama-2-7b,outputs/outputs_3,False,True,False,False,0.5111708815961495,0.6280598032242769,0.5157145904730446,0.5275173405669137,0.7093596059113301
gpt-4o,llama-2-7b,outputs/outputs_1,False,True,False,True,0.7413768613146052,0.7314501418641371,0.7080817359092895,0.7781385281385281,0.8817733990147784
gpt-4o,llama-2-7b,outputs/outputs_2,False,True,False,True,0.7321511274713244,0.7213153221073989,0.7072885703690425,0.7893048128342247,0.8817733990147784
gpt-4o,llama-2-7b,outputs/outputs_3,False,True,False,True,0.7397382134876872,0.7205141743161121,0.6982006176772755,0.8415268941584729,0.8719211822660099
gpt-4o,llama-2-7b,outputs/outputs_1,False,True,False,False,0.6824674334343538,0.7314501418641371,0.7080817359092895,0.7781385281385281,0.8817733990147784
gpt-4o,llama-2-7b,outputs/outputs_2,False,True,False,False,0.6729737902264532,0.7213153221073989,0.7072885703690425,0.7893048128342247,0.8817733990147784
gpt-4o,llama-2-7b,outputs/outputs_3,False,True,False,False,0.6683102741178966,0.7205141743161121,0.6982006176772755,0.8415268941584729,0.8719211822660099
gpt-3.5-turbo,llama-2-13b,outputs/outputs_1,True,False,False,True,0.6321135182015877,0.5857399425287356,0.4678008192524321,0.7250269110734227,0.7881773399014779
gpt-3.5-turbo,llama-2-13b,outputs/outputs_2,True,False,False,True,0.5688519420307308,0.5556529448883469,0.5277017533086349,0.4834656084656085,0.8226600985221675
gpt-3.5-turbo,llama-2-13b,outputs/outputs_3,True,False,False,True,0.6028088775118622,0.5714798771594216,0.49448365699971,0.6462158531124048,0.8275862068965517
gpt-3.5-turbo,llama-2-13b,outputs/outputs_1,True,False,False,False,0.5075910332144699,0.5857399425287356,0.4678008192524321,0.7250269110734227,0.7881773399014779
gpt-3.5-turbo,llama-2-13b,outputs/outputs_2,True,False,False,False,0.49767701261954134,0.5556529448883469,0.5277017533086349,0.4834656084656085,0.8226600985221675
gpt-3.5-turbo,llama-2-13b,outputs/outputs_3,True,False,False,False,0.5104998906985502,0.5714798771594216,0.49448365699971,0.6462158531124048,0.8275862068965517
